	352.915560431	358.425268665	355.297559458	343.408877789	336.963397967	336.286860593	336.412371126	345.125567503	351.353050345	348.433520729	358.381290538	348.63171552	344.631555498	321.270518068	309.123605336	308.699157867	321.583948336	335.735993895	351.334630624	343.191165188	355.62097329	353.458152628	352.456577757	356.870074309	362.127413409	356.273914342	369.778733728	377.755688963	378.910746073	378.036907926	370.162650065	355.306906396	347.687540545	340.672016797	314.948880262	305.705081534	294.730498964	281.040444453	282.462656702
	361.216133341	368.677867682	362.569746898	348.715215234	343.864287948	340.411655556	350.781123816	350.157327776	361.740305853	358.206431853	358.395532931	360.088912203	341.073214673	332.423636228	318.677805888	326.272533609	327.072366735	344.604288125	348.137111965	362.494081584	360.286730387	362.836145569	365.626236369	367.722178971	362.791512486	369.835622274	365.213893778	368.065100719	382.219909158	386.685171059	380.645051297	375.275848825	352.770536109	340.450115552	316.442152976	302.343253076	288.35375257	284.357884363	293.681262255
	358.289305597	364.749943855	364.18529238	350.381275968	346.118499392	342.565401303	343.462270222	358.968563848	368.741524536	365.165236278	376.246745507	362.986689647	356.777828976	342.847482962	333.942007388	336.098945077	333.701171193	343.156613775	356.590773285	355.682302381	364.129745634	366.73357941	369.359819473	370.787065064	367.258144527	359.280122046	369.82893637	381.057127134	391.936774715	389.975203842	394.942611546	371.749640095	355.296854581	340.040278912	322.166992686	299.164301706	288.065783618	290.845012619	295.044506424
	356.677420173	364.245598649	355.970635691	357.967714826	343.489074452	345.466495512	352.3536955	361.545442621	375.147935211	380.06602243	383.496968591	378.701445179	365.054048121	353.300126793	337.680940738	335.190942601	339.981592139	352.815140771	351.258838293	353.890473339	368.076467211	364.142958507	369.836336911	370.880469288	363.800218031	362.091182841	368.0953305	374.725302933	394.960832819	390.199060258	384.805893551	374.457775791	367.773206293	333.178603544	325.643780853	304.353375326	287.316642594	289.111769073	300.490813755
	348.114350332	354.661652679	351.9242536	339.059329653	336.248956947	343.559686592	359.234591964	371.289852674	380.33086801	391.060028745	389.699638845	385.492133426	376.997218152	357.643218453	351.483499672	342.041932809	345.534391372	344.334353703	360.274983162	353.641040303	358.550584356	359.116628457	367.637693828	368.937885034	357.659223185	357.147346709	356.333832878	372.565439625	391.107484909	388.551256739	383.407853022	379.272395532	363.241260255	343.462105169	318.52504546	300.429069163	288.280972094	290.283960159	302.50508888
	337.475589106	340.891112109	345.728995999	327.620354218	332.487058002	344.599339761	363.401677263	374.980068673	389.156065656	393.5863849	399.720900992	389.678549102	378.725234471	364.981247685	346.574569137	341.615290645	338.135336321	338.659157105	355.537809223	352.614640088	354.948054567	349.153693	345.835975639	353.880458184	344.669314352	339.630385404	362.856699162	363.134305124	383.60610887	384.142104517	384.541847989	370.930417536	349.488007624	340.137027209	322.673003942	299.496408602	288.851931179	288.768227025	304.51025159
	324.444562483	325.377012173	324.695094681	325.715210092	331.07231811	342.105901691	361.940186236	379.446356439	393.104573035	400.165897822	404.851915918	393.108266059	379.261753213	361.553852432	343.602765807	330.63245928	340.843691848	339.734488684	338.970419545	351.011683301	347.020789826	341.134289063	343.160904533	343.218922883	329.193042085	338.317262966	348.576808441	363.362536706	383.966288701	390.802897264	381.037814494	370.022252196	349.539878961	337.186176334	322.519784413	299.927001281	290.299161078	292.952450616	305.075348073
	308.328243712	311.19281483	307.395125473	305.856035311	313.81357353	335.290783949	357.605328787	369.643585017	388.802929275	398.615335808	390.999817318	386.271162443	372.646026712	365.816237029	332.694994227	330.05341269	334.409831644	341.171835318	338.875177597	346.260470497	339.398336826	332.494584206	325.565825258	327.973664516	315.525947159	321.555028231	346.636352532	357.494696534	377.256202571	381.881063139	375.431710853	362.376897543	351.50172666	333.476962253	311.453377489	297.570051417	280.656187695	297.968438302	297.853269951
	291.067376542	287.219785776	288.679368466	286.015363412	297.795740143	326.986938653	341.979551443	356.657848451	378.980898651	382.409564909	386.079895963	385.166856939	364.738994542	353.5177958	336.917533738	323.073961471	332.390172095	338.316653037	341.329513425	341.336528737	341.420535205	327.358229514	314.879226348	314.100399911	309.93259453	314.212202402	327.919388296	348.348886661	369.660676666	378.458857843	377.240606487	360.593351477	349.039712767	333.763587024	306.615834296	289.893423566	292.829773746	294.995822254	310.583344057
	281.689807938	275.291271112	277.278877147	283.37402669	295.679784814	321.140701977	338.900683784	360.689667206	376.018812216	379.186959579	376.069974673	368.106006126	353.686964894	345.907756292	325.687041312	320.251595475	320.929975039	335.535710695	340.594551521	335.010028693	336.94352087	326.735830369	311.831343191	306.087800307	296.102736286	309.90865046	328.365111208	345.631680046	366.701233855	375.050312238	369.054175057	359.725020958	335.40041014	324.016451934	312.209579234	298.757343196	297.203565227	297.401869544	311.137843847
	280.367576278	267.709975327	275.862843439	283.828850413	300.058488462	322.321855736	332.460786186	357.402496804	366.543442498	373.897885287	368.187407778	357.272401902	344.738443032	322.999926286	310.866472491	313.06450168	316.352318018	318.463147027	339.1741077	347.169454857	349.487892998	337.831388961	312.691015141	306.161445051	300.601377589	306.781965903	333.719593287	348.955389621	363.585537992	368.20200167	369.925039903	358.792791976	342.01152406	328.673224013	319.44593473	302.08402953	304.950381534	310.409750414	313.211959252
	279.817441296	272.514928016	282.216703215	297.455237035	305.210404938	322.189603478	338.492121923	346.078379703	358.331902825	366.528333694	362.633644316	349.788423975	337.12418416	319.372045429	304.746047041	308.546972217	318.57272008	321.857332688	351.693207741	355.265151387	356.259114712	346.624385467	324.993717016	316.941244685	304.344362615	317.041475287	332.511503901	356.569055101	369.291283274	365.233876206	375.694530097	355.96538597	343.648459246	327.93614069	320.052351475	307.80696015	317.240790764	313.893276714	327.241468314
	281.851072751	282.939494185	291.311690259	302.166605694	317.615042454	330.832842025	347.429568567	353.93012607	357.883395912	357.656133459	363.426500637	348.227914263	333.945067546	328.56493284	312.069429452	311.209512297	319.705256834	338.613974957	351.291019954	366.594618772	376.815093265	366.545768566	345.282714869	328.154652471	325.236017563	328.869292178	343.256157439	369.460261541	380.103071778	383.314104483	372.742623321	354.980022433	347.236049793	326.616267882	317.005230954	329.725746303	320.236121628	324.734512181	327.063919221
	282.79919596	286.122129546	299.215010611	327.967955898	341.54385677	340.67080537	360.676059581	367.085790828	368.879316462	373.578171929	367.169080652	360.339793728	341.639783984	334.157835924	315.219666496	322.231794369	328.723558831	350.674580093	366.055820461	380.772540884	382.420795594	379.52597239	367.774367496	347.025860486	349.831374993	348.220836641	369.322640654	383.279809599	378.107926966	379.976553758	381.166081595	367.057083428	348.539759888	336.61520752	328.725685744	318.656548605	319.676580547	325.661323396	328.963485902
